aaa	工
xckn	緿
xckr	经史
xclt	经略
xcma	经典
xcmh	经由
xcn	弝 紦
xcnn	经书
xcny	经心
xcoa	引以为戒 经度 引以为荣
xcob	引以为耻
xcon	引以为憾
xcow	引以为傲
xcoy	引以为豪
xcpe	缚鸡之力
xcqe	纾解
xcqi	经销
xcqy	经贸 经久
xcrn	弘扬
xcrt	经手
xcsj	经查
xctd	经籍
xctl	经年 经血
xctp	经管
xctv	经委
xcuc	经痛
xcud	经卷
xcuj	经意
xcum	经商
xcvu	疑难杂症
xcwf	经传
xcwk	缀合
xcwy	经停
xcxf	经纬
xcxg	经线
xcxj	经费
xcxn	经纪
xcxt	经络
xcxw	经纶
xcyy	经文 紁
xdtb	绑 綁
xdmy	顷 頃 䋶
xdaj	绑匪
xdat	毕其功于一役
xdcy	绂 纮 紘 紱 㢬
xdcf	皆大欢喜
xddh	红艳艳
xdeg	絠
xdek	绑架
xdet	纋
xdev	绑腿
xdey	張
xdfn	绔 絝
xdff	缛 縟
xdgk	缄 绑带 緘
xdgm	绮丽
xdgt	终其一生
xdgv	縅
xdhh	绑上
xdhi	縬
xdij	强龙不压地头蛇
xdin	引而不发
xdir	细大不捐
xdiy	䋘
xdjx	弼
xdjf	緾
xdjg	絔 㢶
xdkk	缄口
xdlf	缅 缄默 緬
xdlq	绮罗
xdmd	緛
xdng	缅怀
xdnn	絾
xdnx	比基尼
xdny	紌
xdpg	绑定
xdph	绑牢
xdql	缅甸
xdqo	绝大多数
xdqq	䋾
xdri	縓
xdrn	绑扎
xdsk	绮 綺
xdsd	毕达哥拉斯
xdsf	绑票
xdsl	张三李四
xdss	绮梦
xdtd	缭乱
xdui	缭 繚
xduh	绑着
xduw	绝大部分
xdwt	縥
xdww	綊
xdwy	绑住 綨
xdxa	缭绕
xdxs	绑缚
xdy	紎
xdyn	顷刻
xegg	组 組
xet	幼 絼 糼
xeaa	幼芽
xeal	幼苗
xean	䌥
xebb	幼子
xebf	孧
xebg	綒
xebw	组队
xedh	缓存
xedk	绊脚石
xedn	组成
xedw	缓期
xedy	组态
xeeg	绷 弸 綳 縚
xeen	强有力
xeew	组办 绷脸
xefh	绷直 缓坡
xefp	毕加索
xefq	绥远
xeft	幼教
xegc	缓 緩
xega	缓刑
xegk	绷带
xegl	组画
xegw	强加于人
xehb	幼龄
xehi	缓步
xehq	䌐
xeig	缓滞
xeih	幼小
xeim	蠡测
xeiv	费力不讨好
xejj	蠡 劙
xejc	绷紧
xejf	幼时
xejg	幼师
xejh	幼虫 剶
xeju	䗍
xeke	组别
xekm	组员
xelf	组团 盠
xelt	组图
xema	组曲
xen	䋃
xenj	缓慢
xepc	绶 綬
xepb	组字
xeqe	缓解
xeqm	缵 纘
xeqn	䋩
xeqo	鴢 鶨
xeqt	幼儿
xeqv	缓急 幼雏
xerm	䌊
xert	幼托
xesg	组配
xesk	组歌
xesr	幼株
xesy	綵 䌽
xeta	组长
xetg	缓行 缓征
xetk	缓和
xetl	幼年
xeto	缓释
xetp	引狼入室
xetv	组委
xetw	幼稚
xety	组稿
xeu	彖
xeuf	组装
xeug	绥靖
xeuj	幼童
xeuk	缓冲
xeut	组阁
xevg	绥 綏
xevf	组建
xevv	幼女
xewh	组件
xewk	组合
xews	幼体
xewv	组分
xeww	经办人
xewx	绥化
xewy	绷住
xexd	縘
xexe	缓缓
xexk	组织
xexr	缓缴
xexu	绿肥红瘦
xeyf	组诗
xeyn	组词
xeyx	幼畜
xfkg	结 結
xfnd	续
xfab	结节
xfag	纎
xfao	繊
xfbb	结子
xfbc	续娶
xfbi	约翰逊
xfbm	续聘
xfbw	结队
xfcy	纭 紜 紶
xfcf	结对
xfcn	结巴
xfco	駂
xfdh	结存
xfdj	繻
xfdk	结石
xfdn	结成
xfdw	续期
xfea	结膜
xfen	结肠
xfes	结彩
xffa	疆域
xffc	繧
xfff	疆土 䋽
xffg	絓
xffn	疆场
xffq	繞
xffs	结霜
xfgg	疆
xfgh	结下
xfhw	缜 縝 㣀
xfh	㢨
xfhk	结点
xfhm	母老虎
xfhn	弹无虚发
xfia	结汇
xfig	结清
xfim	頴 颕
xfip	结党
xfiy	絿
xfje	结盟
xfjj	结晶
xfjs	结果
xfkk	繥
xfkm	缬 纈
xflf	结转
xflm	續
xflw	结界
xfmf	䋻 䌾
xfmm	终南山
xfmr	结网
xfmt	结账
xfmw	约翰内斯堡
xfmy	结丹
xfne	结尾
xfnf	䌧
xfnh	纬
xfnn	结局 㢪 䊸
xfnx	乡规民约
xfny	綕 䌸
xfoa	纬度
xfog	结业
xfoy	结为
xfpb	红十字 綍
xfpf	续完
xfpg	续写
xfpi	䌇
xfpn	缜密
xfpq	続
xfpu	结实
xfpv	结案
xfpy	结社
xfqg	鸨
xfqb	结怨
xfqo	鴇
xfrd	结拜
xfrk	结扣
xfrn	结扎
xfsg	续杯
xfsh	䌮
xfsk	结束
xfsq	结构
xfsy	结核
xftj	绪 緒 緖
xftd	结舌
xfte	续航 续租
xfth	结算 䰞
xftt	䊷 䌶
xftw	续签
xfty	续篇
xfua	结冻
xfuc	结疤
xfue	结痂
xfuf	緈
xfug	结症
xfui	结冰
xful	盭
xfup	繨
xfur	结交
xfus	结亲
xfvf	续建
xfvq	结婚
xfwt	绫 綾
xfwa	续借
xfwe	绝无仅有
xfwf	续传
xfwk	结合 续保 繬
xfwm	纉
xfwn	续假
xfwo	结伙
xfwp	䌢
xfws	结余
xfwu	结伴
xfwv	结仇
xfwy	续集 䊿
xfxg	纬线
xfxj	续费 绘声绘影
xfxk	结绳
xfxq	续约 绘声绘色
xfxu	结缔
xfxx	结缘
xfxy	续编 续弦
xfy	纣 紂
xfyf	续读
xfyg	结语
xfyj	结课
xfyk	结识
xfyr	结义
xfys	续订
xfyw	结论 绪论
xfyy	绪言
xgay	线
xgbn	纯 純
xgaj	纯蓝
xgbj	纯阳
xgcf	绖 絰
xgct	緻
xgd	㢧
xgdd	纯碱
xgdj	纯厚
xgdl	弥天大罪
xgdn	䋬
xgdy	弥天大谎
xgeg	綪
xget	纯毛
xgew	比下有余
xgfh	纡 纯真 弙 紆
xgf	弖
xgfp	线索
xgga	线形
xggh	纯正
xggt	经一事，长一智
xggu	纯平
xghg	絚 䋊
xghh	线上
xghm	纯贞
xgif	纯洁
xgig	纷至沓来 䋔
xgii	纯水
xgiy	紑
xgjr	绠 綆
xgjf	縳
xgjg	絙
xgjh	线虫
xgjn	繐
xgkh	㣂
xgkl	䋹 䌿
xgkx	䰜
xglg	缰 彊 繮
xglf	线团
xglm	线轴
xglt	线路
xglu	线圈
xglx	弻
xgmy	绩 緉 績
xgmc	䌄
xgmw	䋑
xgmx	纚
xgng	纯情
xgnt	纯属 线性
xgoj	缙 縉
xgoa	纯度
xgoy	纯粹
xgpd	引玉之砖
xgpn	终天之恨
xgqc	纯色
xgqd	纯然
xgqe	绚丽多彩
xgqi	维吾尔
xgqm	纯钢
xgqq	纯金
xgqu	绚丽多姿
xgqv	纯银
xgqy	维吾尔族
xgrb	线报
xgrr	纯白
xgsf	线材
xgsg	线槽
xgsh	纯朴
xgsr	纯棉
xgtg	纯生
xgtj	纯利
xgtk	纯种 线程
xgts	线条
xgud	线头
xguf	线装
xgug	纯美
xguj	纯音
xguq	纯净
xgur	绩效
xgva	弳 經
xgvh	緁
xgvv	緀
xgwd	线段
xgwg	㣆
xgwq	䥸
xgwr	彌 䌤
xgwv	㜷
xgww	线人
xgwx	纯化
xgwy	瓕 䌳
xgxf	经天纬地
xgxg	䊺
xgxi	縤
xgxj	缙绅
xgxk	缰绳
xgyb	纯熟
xgye	线衣
xgyv	纯良
xhh	引
xhjh	绰 引申 綽
xhad	引荐
xhaq	引擎
xhbb	引子
xhbm	引出
xhca	引颈
xhcl	引以
xhcy	紴 㢭 㢰
xhef	引脚
xheh	引用
xhen	引力
xhfc	引动
xhfh	引起
xhfj	引进
xhft	引者
xhg	䊼
xhga	引开
xhgc	引致
xhgj	引理
xhgk	引逗
xhgo	引来
xhhc	彏
xhhq	引物
xhit	缈 緲
xhii	引水
xhil	比上不足
xhio	引渡
xhiw	比上不足，比下有余
xhiy	引流
xhjm	纵虎归山
xhk	弔
xhkg	绰号
xhlf	盄
xhll	纑
xhlt	引路
xhmq	引见
xhmy	緽
xhnc	引怪
xhnf	引导
xhnm	顚
xhnn	红皮书
xhno	鷆
xhnt	引发
xhnw	眞
xhoj	引爆
xhoo	引火
xhoq	引燃
xhoy	引为
xhqg	比目鱼
xhqi	繉
xhqn	絸
xhst	引桥
xhsy	引述
xhte	引航
xhth	引自
xhtj	引得
xhtk	引种
xhtm	引向
xhty	引入
xhug	红眼病
xhuq	引资
xhut	引产
xhvm	细皮嫩肉
xhvp	引退
xhwg	引例
xhwj	引介
xhwp	引领
xhww	引人
xhwy	引信
xhxg	引线
xhxn	紪
xhxq	绰约
xhyg	引证
xhyr	纸上谈兵
xhyt	引诱
xhyw	引论
xhyy	引言
xitt	纱 紗
xieg	绡 弰 綃
xias	㣄
xiat	结党营私
xibx	统治阶级
xice	绝不能
xidm	颍 纱布 潁
xidb	纰漏百出
xidf	绝尘而去
xidj	绕梁三日
xidu	约法三章
xiej	䌃
xift	统治者
xigm	绿水青山
xihx	纲举目张
xiif	经济法
xiii	纤尘不染
xiim	绿油油
xiip	经济学
xiiq	缓不济急
xijf	弾
xijh	剝
xikh	絒
ximk	绱 緔
ximh	纱帽
ximr	纱网
ximy	㢼
xint	经常性
xipw	纱窗
xiqn	絖
xiqp	纱锭
xisd	纱橱
xism	弱不禁风
xiti	细水长流
xitx	经济系
xiu	糸 彔
xivg	䋝
xiwq	粥少僧多
xixa	练没练
xixg	纱线
xixw	给没给
xiye	纱衣
xiyv	张学良
xjf	旨
xjmu	费 費
xjaa	费工
xjaf	彃 縪
xjaj	费蓝
xjaq	绵里藏针
xjbc	繓
xjbi	引蛇出洞
xjca	费劲
xjdd	绯 緋
xjdh	旨在
xjeh	费用
xjen	费力
xjet	㔗
xjfd	费城
xjfg	绅士 䋥
xjfh	旨趣
xjfp	缆索
xjgh	缇 緹 㔭
xjgg	䋎
xjgk	费事
xjhh	绅 紳
xjim	费油
xjiq	縨
xjj	㔬
xjjf	费时
xjjh	刜
xjjn	费电 縄
xjk	弗
xjkk	继电器
xjlc	缦 縵
xjlg	缆车 缊 緼
xjmb	鄪
xjng	䌈
xjnt	絏
xjny	费心 费尽
xjpy	费神
xjqc	艴 绯色
xjqe	费解
xjqg	费钱
xjqn	㡫 䋵
xjqo	鴲
xjqr	緆
xjsy	綶
xjtq	缆
xjtl	䍀
xjty	㪄
xjub	绯闻
xjuh	䭫
xjuj	旨意
xjum	绅商
xjvh	䭬
xjvk	弗如
xjwl	绿野仙踪
xjws	结晶体
xjxx	绲 緄
xjxa	绯红
xjxf	绘影绘声
xjxk	缆绳
xjxu	乡里乡亲
xjyt	费话
xjyx	费率
xkjy	强 謽
xkwy	织
xkaa	织工
xkad	强项
xkae	缉获
xkat	强攻
xkaw	绢花
xkbg	缉 緝
xkbb	绳子
xkbc	强取
xkbm	织出
xkbw	经史子集
xkca	强劲
xkdd	强大
xkdf	强压
xkdg	强硬
xkdm	织布
xkdn	强盛
xkeg	绢 弲 絹
xkek	强加
xken	强力
xkfb	强击
xkfd	强震
xkfg	强干
xkfh	强直
xkfi	强求
xkfn	强韧
xkfp	绳索
xkft	强者
xkgf	强于
xkgk	强逼
xkgq	强烈
xkgr	强中更有强中手
xkgx	缉毒
xkhp	缱 繾
xkh	紃
xkhk	强占
xkhm	强制 缋 繢
xkhq	织物
xkio	强渡
xkiq	强光
xkir	绝口不提
xkit	强省
xkiy	缄口不言
xkjn	绳 强电 䋲
xkja	强暴
xkje	勥
xkjh	犟
xkks	缲 繰
xkkf	彈 繟
xkkg	絽
xkkh	犟嘴
xkkk	织品
xkkl	强咽
xkkq	强吻
xkld	强固
xklg	强国
xkmr	强风
xkmy	縜
xknj	强悍
xknk	细嚼慢咽
xkoa	强度
xkpl	强军
xkpu	织补
xkqr	织锦
xkqy	强留
xkrn	强扭
xkrp	强迫
xkrs	缉捕
xkrt	强手
xkru	强拉
xkrv	强势
xkrw	强抢 强推
xksa	强横
xksc	强权
xksg	强酸
xksi	强档
xksj	缉查
xksm	织机
xksu	绳梯
xktc	缉私
xktd	强敌
xktg	强行
xkth	强自
xktm	强身
xktt	强笑
xkuf	强壮
xkuj	强音
xkuq	强盗
xkut	强颜
xkuy	强辩
xkvc	强弩
xkvf	强奸
xkvv	织女
xkvy	强忍
xkwk	缉拿
xkwn	强似
xkwp	绕口令
xkwt	强作
xkwv	强健
xkww	强人
xkwx	强化
xkxj	绳缆
xkxn	强弓
xkxt	张口结舌
xkxu	强弱 缱绻
xkxx	绢丝
xkxy	绢纺
xkyg	张口就来
xkym	强调
xkyn	强记
xkys	引吭高歌
xlg	细 細
xlxi	缧 细纱 縲
xlab	细节
xlae	细菜
xlag	细巧
xlal	细菌
xlcj	细柔
xlcm	细观
xldi	细砂
xldm	细布
xldy	细碎 絪
xlea	细腻
xlef	细脚
xleg	緭
xlek	细加
xleq	细胞
xles	细腰
xlet	细毛
xlff	繹 纆
xlfg	细雨
xlfn	细声
xlge	缳 彋 繯 䋿
xlgc	细致
xlgh	䌉
xlgi	细琐
xlgj	綥
xlgk	弥足珍贵 细带
xlhh	细目
xlhv	细眼
xlie	疑团满腹
xlih	细小
xlii	细沙
xlim	细滑
xlit	细活
xliu	细润
xliy	细流
xlke	细嚼
xlkf	细叶
xlkg	絗
xlkk	编辑器
xlkr	细听
xlli	纝
xllq	细软
xllt	缩略图
xlmj	细则
xlmt	细账
xlny	缌 细心 緦
xlng	细情
xlnt	细发
xlov	细数
xlow	细粉
xloy	细粮
xlpn	细密
xlpw	细究
xlpy	縺
xlrh	细看
xlry	㢴
xlsf	细枝
xlsh	细想
xlsj	细查
xlsr	线路板
xlsy	细述 綑
xlta	细长
xlte	细笔
xlth	细处
xltm	细微
xlts	细条
xlue	细瘦
xluk	编辑部
xluq	细瓷
xlvg	縷
xlvs	细嫩
xlwl	縕
xlwt	细作
xlwv	细分
xlwx	细化
xlwy	绘图仪
xlxg	细线
xlxl	细细
xlxt	细缝
xlxu	细弱
xlxv	红男绿女
xlxx	细丝 绫罗绸缎
xlxy	细纹 纙
xlyf	细读
xlyg	细语
xlyo	细谈
xlyu	细说
xmu	贯 貫
xmwy	纳 納 繀
xmae	繷
xmau	䌡
xmbb	绸子
xmce	贯通
xmdm	绸布
xmdy	紻
xmee	繃
xmeg	縎
xmfk	绸 綢
xmg	紬 䌷
xmgk	绸带 絧
xmh	㢫
xmhh	纲目
xmip	纲常
xmiy	贯注
xmjc	纳贤
xmkg	絅 䌹
xmmv	缨 纓
xmmy	红彤彤
xmnk	緺
xmoy	纳米 纳粹 纳为
xmpi	遦
xmpw	贯穿 纳罕
xmpy	纳福
xmqy	㢷
xmry	纲 䋄
xmrr	䋞
xmsm	绞肉机
xmsv	纲要
xmta	贯彻
xmti	纳秒
xmts	绸条
xmtu	纳税
xmty	纳入
xmud	纳兰
xmum	綱
xmun	纳闷 網
xmus	纳新
xmuv	纳妾
xmuy	纳凉
xmwk	綗 纗
xmwp	纲领
xmxn	纲纪
xmxw	绸缎 弱肉强食
xmys	纳谏
xn	纪
xnhh	纠 糾
xnaj	缗 纠葛 緡
xnan	㢯 䋋
xnbb	母子
xncn	比翼双飞
xncq	母鸡
xndg	䋧
xndn	幻成
xndt	费尽唇舌
xneb	母乳
xnee	幻月
xnef	母猪
xnei	绞尽脑汁
xnep	母爱
xneq	母狗
xnes	弓腰
xnfg	纽 结发夫妻 紐
xnfh	弓起
xnfq	纪元
xnfu	幻境
xngn	弓
xng	䌻 䋚
xnga	弓形
xngf	䌂
xngg	緪 縆
xngh	纠正
xngk	纽带 纪事
xngo	幻灭
xnhc	縀
xnhe	縃
xnhi	弓步
xnht	母牛
xnij	䌵
xnip	幻觉
xnjy	幻影
xnkl	緯
xnkr	幻听
xnku	䌟
xnmm	母婴
xnmr	纠风
xnn	幻 紀 乣 糺
xnng	彑 黽
xnnh	毌
xnns	费尽心机
xnnt	母性
xnnw	繏
xnos	幻灯
xnox	弹尽粮绝
xnpu	纪实
xnpw	纠察
xnpy	幻视
xnqa	纠错
xnqf	强心针
xnqk	幻象
xnrg	母后 䌌
xnri	幼发拉底河
xnrk	纽扣
xnrt	弓手
xnrx	弹尽援绝
xnsc	母树
xnsg	母本
xnsh	幻想
xnss	幻梦
xnsu	母校
xnsv	纪要
xnsw	纪检
xnsy	幻术
xnte	母盘
xntg	纪行
xntl	纪年
xntm	弓身
xntu	弓箭
xntv	纪律 纪委
xntx	母系
xnus	母亲
xnux	弓背
xnuy	母羊
xnvc	弓弩
xnvi	纪录
xnvv	母女
xnwe	缪 繆
xnwk	纠合
xnwo	纪念
xnws	母体
xnwx	幻化
xnwy	纠集 䊽 䌦
xnxf	纠结
xnxg	母线
xnxm	纪纲
xnxo	纠缠
xnxq	纽约
xnxw	纠纷
xnyg	母语
xnyj	强心剂
xnyn	比翼齐飞
xnyy	䋇
xonn	继 継
xojf	缠 纏 纒
xoar	红灯区
xoaw	彍 纊
xobb	继子
xobd	继承
xocy	絋
xodh	缠在
xodm	继而 颎 熲
xogy	毕业班
xohh	缠上
xoin	粥汤 匕鬯不惊
xojc	缠紧
xokm	继嗣
xolh	缠足
xomw	红烧肉
xont	继发
xoot	引火烧身
xooy	緂
xopp	继之
xoql	繗
xorg	继后
xoss	䌕
xot	纩
xotg	毕业生
xoth	幻灯片
xotm	缠身
xots	引火自焚
xoty	继往
xouf	缠斗
xouh	缠着
xouw	䌜
xovg	缕
xovk	䌅
xovv	继女
xowa	彜
xowr	继父
xows	线粒体
xowt	继任
xowu	继位
xoww	缠人
xowy	缠住
xoxn	粥 继母
xoxa	彝 缠绕
xoxe	张灯结彩
xoxf	继续
xoxh	鬻
xoxo	缕缕
xoxr	缠绵
xoxx	䌒
xoy	䋛
xoyt	彝族
xpwj	缩 縮
xpfi	综 綜
xpan	综艺
xpbc	缩聚
xpci	绳之以法
xpcm	综观
xpdc	綋
xpdk	縖
xpfj	缩进
xpfq	綄
xpgh	绽 綻
xpga	绽开
xpgc	缩到
xpgg	纻 縇
xpgm	繽
xpgq	绽裂
xpgw	縯
xphh	综上
xpia	张家港
xpic	综治
xpih	缩小
xpii	缩水
xpjc	缩紧
xpjs	彙
xpjy	缩影
xpkk	张家口
xplh	緷
xplk	缩回
xplt	缩略
xplw	张家界
xpng	绾 綰
xpnm	䌏
xppg	缩写
xpqb	綩
xpqc	红褐色
xpqg	缩印
xpqn	紞
xprw	缤
xprt	缩手
xpsf	张冠李戴
xpsh	紵
xpso	弹冠相庆
xpsy	综述
xptd	缩短
xptm	缩微
xpud	缩减
xpuh	縡
xpwd	约定俗成
xpwk	综合
xpwy	䋉
xpxn	紽
xpxr	疑神疑鬼
xpxw	缤纷
xpxy	缩编
xpyg	综评
xpyt	绽放 缩放
xqcn	绝 絶
xqyy	约 約 㢩
xqan	纸 绝世 紙
xqae	弥散
xqaj	约莫 緍
xqak	弥勒
xqap	弥蒙
xqaq	纸鸢
xqaw	纸花
xqay	弤
xqbp	弥陀
xqbt	縐
xqce	㔢
xqcf	绝对
xqcv	㔃
xqcw	绝难
xqdd	绝大
xqdg	纸厂
xqdl	纸面
xqdo	繎
xqdp	约达
xqdw	约期
xqee	弥月
xqeh	繲
xqel	约有
xqer	纸鹞
xqfa	绝域
xqfb	绝地
xqfd	约需
xqfj	约翰
xqfq	绝无
xqfu	绝境
xqg	䋮
xqga	纸型
xqgd	弥天
xqgm	绚丽
xqgo	绝灭
xqgu	纸夹
xqhh	纸上
xqhk	约占
xqiy	弥 经久不衰 絩
xqif	约法 绝尘
xqij	弥漫
xqil	绝不
xqip	绝学
xqit	绝活 经久不息
xqjg	绚 约旦 絢
xqjd	绝非
xqkg	絇
xqkj	绝唱
xqkk	绝口
xqkm	绝嗣
xqkq	絻
xqkt	绝响
xqky	纔
xqlf	幼儿园
xqlt	绝路 约略
xqmg	约同
xqmh	纸巾
xqmq	约见
xqng	绝情
xqnh	绝收
xqni	纸屑
xqnk	绝壁
xqog	纸业
xqol	纸烟
xqou	绚烂
xqov	约数
xqoy	约为 䳇
xqpb	弥留之际
xqpg	约定
xqpn	绝密
xqpu	弥补 弦外之音
xqpw	纸鹤
xqpx	细针密缕
xqqc	绝色
xqqd	绝然
xqqg	纸钱
xqqk	绝句
xqqn	纸包
xqqy	弥留
xqra	弥撒 约摸
xqrf	绝技
xqrg	绝后
xqrm	绹 綯
xqrn	緫
xqrs	绝杀
xqrv	绝招 绝热
xqsd	绝顶
xqsg	绝配
xqsk	约束
xqso	绳锯木断
xqsr	纸板
xqsu	纸样
xqte	绝笔 纸笔 纸船
xqtg	维多利亚
xqth	纸片 纸牌 绝版
xqtk	绝种
xqtm	纸币
xqto	纸篓
xqts	纸条 纸箱
xqtv	经贸委
xqtw	纸符
xqty	约稿
xqud	纸头
xqug	绝症 绝美
xqum	经销商
xquq	纸浆
xqur	绝交
xqux	纸背
xquy	绝门
xqvg	绉 䋓
xqva	纸媒
xqvb	约好 绝好
xqvh	䋫
xqvi	绝妙
xqvo	繺
xqwa	绝代 纸袋
xqwf	约会 绝佳
xqwk	弥合 纸盒 绝命
xqwu	纸伞
xqwv	约分
xqww	绝伦
xqwy	绝食 弞 䊻
xqxc	绝经
xqxg	红外线
xqxt	纸张
xqxx	绝缘
xqyc	绝育
xqyf	约计
xqyg	约请
xqyn	绝望
xqyo	绝迹 约谈
xryt	缴 繳
xrmh	绵 綿 㣇 㣈
xrae	缴获
xrai	绵薄
xral	弧菌
xrbj	绵阳
xrbt	緵
xrcy	弧
xrdh	絺
xrdl	弧面
xrff	缴款
xrfg	红白喜事
xrfh	䋸
xrfq	绵远
xrg	絈
xrga	弧形
xrgj	绵亘
xrgr	弹指一挥
xrh	紤
xria	缴满
xrig	缴清
xriq	弧光
xriy	缐 線
xrlo	䌗
xrlq	绵软
xroa	弧度
xrpn	绵密
xrpu	弹指之间
xrpy	缓兵之计
xrqc	䌆
xrqi	缴销
xrrh	红扑扑
xrrr	张皇失措
xrry	䋂
xrsa	缴械
xrsw	缴枪
xrta	绵长
xrte	缴租
xrtf	綼
xrth	绵延
xrtu	缴税
xrur	缴交
xruy	绵羊
xrvs	强手如林
xrwc	缴公
xrwf	缴付
xrww	经手人
xrwy	紩
xrxe	缩手缩脚
xrxg	弧线
xrxj	缴费
xrxm	缴纳
xrxr	绵绵
xrxs	纅
xryg	编后语
xsfy	缚 縛
xshg	缃 緗
xsbf	红杏出墙
xsbj	绝顶聪明
xscc	纵横驰骋
xsdm	㯋
xsen	约束力
xsfg	緸 㢾
xsfi	缥 縹
xsfq	缘木求鱼
xsg	絤
xsga	细枝末节
xsgg	纵横天下 絊 綇
xsgj	红极一时
xsh	糽
xskg	綀 䋍
xskk	彁
xslg	練
xslt	结构图
xsma	幻想曲
xsnt	结构性
xsoy	䌚
xsqo	纸醉金迷
xsrb	缴械投降
xsru	纵横捭阖
xssi	䌝
xsss	红楼梦
xssy	綝
xstv	纪检委
xsuq	纵横交错
xsvg	䌁
xsvi	绿林好汉
xsww	䋱
xsxh	缥缈
xsy	䊾 䋠
xsyt	纳西族
xsyy	絉
xtay	张
xte	乡
xtae	终获
xtag	纤巧
xtai	纤薄
xtak	疑惑
xtaw	绣花
xtbt	绣 綉
xtbb	鄊
xtbi	缝隙
xtbl	疑阵
xtbm	绣出
xtbn	终了 絁 㢮
xtce	终能
xtcj	纤柔
xtcw	疑难
xtdh	疑 綘
xtdd	张大
xtde	觺
xtdf	肄
xtdg	终身大事 张三 絬
xtdk	繑
xtdm	颖 穎
xtdn	终成
xtdp	缝 縫
xtdr	乡愿
xtdw	欵
xtdy	矤 㽈
xteb	疑犯
xted	终须
xteg	张狂
xtel	终有 络腮
xten	张力
xtes	纤腰
xtet	纤毛
xtew	乡办
xtey	㢳
xtfh	纤 䊹
xtfa	缍 綞
xtfc	疑云
xtff	乡土
xtfg	纴 紝
xtfm	终南
xtfn	终场
xtfp	綎
xtft	终老
xtga	张开
xtgc	终至
xtgf	终于 绣球 緟
xtgg	继往开来
xtgh	乡下
xtgo	纁
xtgs	绗 絎
xtgx	维生素
xthk	绺 终点 疑点 綹
xthf	䋏
xthh	终止 縰
xthm	缝制
xthn	疑虑
xthp	綖
xthx	绛紫
xtia	张江
xtie	张浩
xtif	纤尘
xtih	纤小
xtip	乡党
xtjc	乡贤
xtjf	比利时 乡里 乡野
xtjg	疑是
xtjh	绦虫
xtjj	终日
xtjt	緮
xtju	蚃
xtjv	终归
xtkg	络 絡
xtkh	张嘴
xtkk	张口
xtkr	编年史
xtlh	绛 絳
xtld	终因
xtle	经年累月
xtlf	疑团
xtln	總
xtlq	张罗
xtlt	繌
xtma	乡曲
xtmh	张贴
xtmr	乡风
xtna	乡民
xtnd	乡居
xtng	乡情
xtnn	纥 终局 紇
xtnp	缒 縋
xtnu	张飞
xtny	疑心
xtog	肄业
xtol	繙
xtos	张灯
xtov	张数
xtoy	疑为 䋺
xtpa	乡宦
xtpj	终审
xtpn	纤密 䌣
xtpu	缝补
xtpv	疑案
xtpw	终究
xtqc	绛色
xtqf	乡镇
xtrb	疑凶 鄕
xtrf	张挂
xtrn	张扬
xtrt	纤手
xtrx	纤指
xtry	张掖
xtsy	绦 絑
xtsb	终极
xtsf	乡村
xtsu	张榜
xtta	乡长
xttb	引咎辞职 纤秀
xttg	终生
xtth	疑处
xttl	终年
xttm	终身
xtto	乡愁
xttq	张衡
xttt	绝处逢生
xttv	纷繁复杂
xtuy	终 終
xtue	纤瘦
xtuf	䌀
xtuh	縦
xtuj	乡间 乡音
xtuk	疑问
xtum	终端
xtuq	终将
xtus	乡亲
xtut	匕首
xtvb	郷
xtvg	緌 㢻
xtwv	飨
xtwh	縱
xtwk	缝合
xtwn	疑似
xtwp	乡邻
xtws	编年体 纤体
xtxa	绛红
xtxb	乡级 张弛
xtxc	络绎
xtxf	终结
xtxg	缝线
xtxj	乡绅
xtxk	纤绳
xtxl	纤细
xtxt	纤纤
xtxu	纤弱
xtxv	缝纫
xtxw	纤维
xtxy	䋦
xtya	乡试
xtyb	鄉
xtyj	響 蠁
xtyk	嚮 㗽
xtyn	张望
xtyp	纤毫
xtyr	疑义
xtyv	张良 饗
xuxu	弱
xujf	弹
xuad	弱项
xuag	縒
xuah	絣
xuaj	弹幕 織
xuar	缓冲区
xuaw	红颜薄命
xuax	弹药
xubb	弹子
xubf	母慈子孝
xubm	弹出
xubn	弹孔
xubp	縌
xubw	弱队
xuct	强颜欢笑
xudb	绻 綣
xudd	弱碱
xudf	弹压
xudt	绕道而行
xudw	弹奏
xudy	绞碎
xued	䌬
xuef	绊脚
xueg	繝
xuek	缔造 绞架
xuen	弹力
xuep	繸 䍁
xuev	彅
xuew	绞脸
xufh	绊 絆 紏
xufb	弹击
xufg	弹雨
xufp	弹壳
xuft	弱者
xufy	弹坑
xuga	绞刑
xugc	弹到
xugf	弱于
xugg	弹琴
xugq	绞死
xugr	弹珠
xugu	弹夹
xuh	絴 㢹
xuhk	弱点
xuih	弱小
xuii	纯净水
xuiq	弱光
xuje	缔盟
xujn	弱电 繶
xukg	䋨
xukj	弹唱
xukn	縂
xukq	綐 䌼
xulj	缯 繒
xulg	弱国
xulk	弹回
xulq	弹跳
xumq	绿意盎然
xumw	绞肉
xunt	弹性
xuph	缔 締
xupf	弱冠
xupw	弹窗
xupy	弱视 縍
xuqe	䌪
xuqk	疑问句
xuqq	缩头乌龟
xuqw	絘
xury	绞 絞
xurf	弱质
xurm	纐
xurn	弹拨
xurr	强将手下无弱兵
xurs	绞杀
xurv	弱势
xurx	弹指
xusf	繜
