auui	以
beil	也來
baug	即會
dsjk	通電
jgtp	輕傷 軟硬件
avav	緩緩
zzqf	之風
aswj	水庫
mldd	點選 點發
hoky	觀景
eudj	十屆
nfjv	國土
yztw	這邊
efyo	遷就
ngyl	開立
ugel	會刊 侴
iebj	標書
yiaj	新裝
yxur	謙卑
czyp	巡遊
ttty	雙倍
rnyx	看齊
ngwr	開庭
nouu	過人
hozn	觀測
pjfq	重擔
aaoe	級數 參數
ysnm	龍門
zbyr	決意
nkaa	間斷
azmh	編曲
olnl	雖則
hfbj	藏書
uurj	人質 惥
ywwj	文庫
ydvh	認錯 記錯
bhpb	隨筆
ieij	植樹
auvb	總比
vbyy	爭辯
tgsu	順從
ycvc	辦妥
auez	總長
ajho	壯觀
jroy	軌跡
gnsx	惡行
ltya	蛻變
keok	野獸 野戰
ddxx	發炎
wyvq	寵愛
hozz	觀之
njyy	見識 見諒
folg	捐獻
enaa	現出 真絲
sthz	脫落
mvau	內線
yevv	訂金
rtpm	稅制
tvml	低點
rhju	郵輪
yfsj	誠然
njtx	團伙
okia	戰機 單機
vuab	錦繡
mazh	羅漢
jzda	走強
tjpb	佳節 伏筆
zfyx	淺談
ekho	朝聖
fdyl	豎立
wfyt	療效
hgna	難關
ihen	權責
isnd	三圍
mvsh	內臟
rpsx	必勝
xuok	冷戰
qftt	風俗
jksw	趕往
joia	靈機 電唱機
yaia	玄機
yevr	計入
zhto	漢堡
rljx	遞增
wiyk	憲章
ouxw	喻為
osky	蹤影
rdjj	反轉
uosa	向後
tlzn	偵測
ijls	樹上
bhlv	隨處
votl	各佔
emgn	南亞
wtfw	應按
tztj	自傳
hkno	草圖
ddjt	發熱
zfxv	滅火
ugil	拿來 敍
hjwc	著實
gbsp	不復
sawm	後裔
ecyb	要訣
qfsv	風月
asfz	將至
blxt	疏導
yilg	新劇
efvr	遷入 載入
awas	縮水
igkj	工時
zzua	之樂
tbia	伺機
poyf	告誡
qfvu	風貌 風鈴
efgz	驅逐
svaj	月結
detd	那隻
nlsy	則用
veef	鐵騎
rsjt	手勢
twlv	住處
oqqo	別名
vboc	爭吵
vrgw	飯碗
yffd	誇大
vupf	餘年
jjjx	轉達
nall	關卡
nanm	關門
ggxm	硬幣
pjge	籌碼 重碼
khjb	異地
otoy	喉嚨
agsk	緬甸
fgft	振奮
ajdr	結尾
tgvw	使館
ksut	易學
bjwj	書庫 書社
heyw	華文
syik	徹查
awts	纏身
fdqj	大軍
bykg	防曬
cvsa	婚後
jkzy	電流 䢮 䨤
rvvc	穩妥
xfjk	半場
zqup	深奧
hojk	聖者
bjea	畫素
ilod	來吧
anaj	組裝
upmh	粵曲
jbbu	壽險
bzdo	子彈
njjx	固執 見報
fuya	捨棄
ngdd	開刀 開發
ibtv	極低
zpwb	肇慶
gobw	頭陀
clda	力強
host	右腳
dvys	尼龍
ylyy	誹謗
srav	脈絡
tyyk	停課
ddfh	選拔
vybz	鏡子 餃子
ydoe	記號
yybj	該書
cbut	好學
enyy	真諦
suwc	從實
tryx	仇敵 順手牽羊
ascx	水災
xsjj	炮轟
dsgr	履歷
yhps	謀生
vfni	錢財
uuem	人馬
nfyw	國文
defd	張大
fjum	掛帥
spwv	腫瘤
ogsm	嚴懲
aqcb	纔好
ubzv	白淨
kjxi	時差
wgyu	富於 定論
jyjg	較輕
bwmv	院內
rhpi	郵箱
nqmt	當眾
bvgh	隱形
nxoo	贈品
hsya	有變
nmwu	門窗 開山祖師
aamt	出眾
jzyy	走訪 霶
zlfp	瀕臨
ngbu	開除 光陰
sjyx	周詳 䐻
flgo	掉頭 排頭 到頭
kkyp	暢遊
fdfo	緊扣
ikqf	東風
tuug	卻會
zfja	減去
tiaj	集結
vety	鋪位
mgau	還給
hjht	蓮花
qdys	色調
bvzn	降溫
okxe	單憑
wreo	寧可
gktf	壓倒
sxez	行長 行騙
fvip	抑鬱
avxm	紙幣
latx	虛偽
lxbz	對子
yfvb	誠懇
okae	戰績
umfb	興盛
jcrs	車手
xlue	並舉
bruv	孤兒
xjhm	美夢
tkns	悠閒
tqtp	傑作
horx	歡心
howr	觀摩
geul	而歸
eztd	長假
emwr	南寧
eqny	索賠
nfte	國債
ibbl	極了
ujuu	慚愧 㦭
flml	據點 到點
ttgm	雙面
ikik	東東 㯥
gacx	救災
khvd	暴亂
pcrp	每種
rgug	拜會 拜師
heex	華西
hegn	華夏
jrav	暫緩
iooe	整數 事蹟
cxye	小計
zyjj	流轉
jzuy	連忙
lxha	對聯
xjvc	燒錄
gotr	頭版
sxag	行經
sahu	服藥 後繼有人
jaok	擊中
svnk	月間
tkcu	修習
lxmj	對峙
khpj	暴動
fdnf	大國
umnf	島國 興國
emgc	馬匹
vwhf	館藏
zcqv	鯊魚
hkaz	在編
jovm	臺獨
syhu	用藥
xlhk	並存
vbok	爭戰 猛獸
ngma	開羅
kyye	影評
oloy	足跡
kyaf	景緻
ceus	媽的
roua	和樂
nvio	閣樓
jkjz	趕走
yajz	牽連
gfng	天賦
weol	補足
nqnk	賞賜
ezwc	長安
bfjc	飛車
tbuv	健兒
yryn	話音
smsy	徵用
fdbx	大隊
gust	一腳
uzjk	追趕
lawi	虛空
ignf	本國
iwng	未開
texw	何為
ioas	事態
dhug	展會
nuyo	閃亮
hjxj	鞋類
edvd	騷亂
vukg	鑰匙
phxw	無為
flai	排練
yyxj	訪美
mikt	豐田
tknj	但見
gmhg	兩難 䃩
nrhj	睡著 眼看著
glnm	正門 政體
txvc	偽鈔
wuwu	痊癒
eeut	博學
wpwn	審視
iepu	標籤
yasu	變臉
ovyg	口語
mhau	曲線
jsue	均與
znau	測繪
gsip	憂鬱
vbvr	鍵入
ttro	雙程
gayd	求證
eksq	乾脆
tgkk	順暢
yamh	彎曲
eoya	可變
jlug	赴會
jnpf	規矩
tjba	傳承
ajpg	裝卸
ewhe	駐華
ypta	讚頌
jwdx	下層
ubje	白雲
tbys	侵襲
afen	純真
daaj	強壯
gsrx	憂愁 憂心
zqau	沿線
thvf	借錢 借鑑
jukj	零時
lxii	叢林
hoqo	勸勉
azxt	編導
nkjb	賜教
vvys	金龍
xfil	送來
ndjr	鬥志
pjes	動靜
ibwg	極富
utpm	學制
uthe	悅耳 慢條斯理
ygte	產值 講價
xxsa	善後
hzzz	落淚
yrdd	誘發
rxpj	心動
aarq	幾千
zfbz	減退
huug	藥師
eoxe	可憑
gmlf	兩歲
qjia	軍機 運輸機
zjtz	漸進
whhj	遮蓋
ymyw	譯文 譯註
dibo	已盡
qfmq	風帆
jwhy	專職
sxyu	勝於
aarj	幾近 㪿
bjaa	劃出
lgkd	劇照
ykkj	課時
xunm	冷門
awiw	綜述
bxuj	墜毀
wukd	寫照
iqsc	橡膠
yuqd	雜色
zhzg	瀟灑
tabv	公務
hglv	藉此 難處
yxwh	適度
heyn	聽音
kvqj	日軍
ubwv	白癡
asxj	獎券
utcb	學好
vblx	比對
qlbv	外務
sylv	用處
iwyt	述說
nunu	閃閃
khmg	異同
tjue	傳情
vxek	餅乾
pnyk	簡章
nskj	閒時
vsro	飽和
nvnd	四圍
emag	再經
mgjo	同臺
wcua	安樂
tjym	傳譯
vmfl	獨到
hsuh	驚慌
mvrz	內科
ajyt	結交 參考訊息
hjon	藝員
oqph	別無
phug	舞會
fpxj	撫養
spkg	復旦
wfro	療程
pknj	竹園
thky	佈景
majo	幽靈 邏輯
hist	左腳
qoug	名師
xldd	普選
zfav	減緩
ddni	發財
dobj	壁畫
haaj	聯結 茁壯 藕斷絲連 雄壯
pxnt	翻閱 氣閥
ttdx	雙層
cxwn	災禍
bfxc	飛翔
tkvp	修飾
mhvf	黑錢
yprr	遊艇
vpxw	疑為
busx	險勝
eeil	二來 ㍯
tbno	他問
bgvm	司鐸
ivnj	桃園 㯒
jxls	報上
xjjm	義賣
ammv	網內
jtkg	熱量
wtsm	應徵
ignm	本體
dpho	改觀
udok	怪獸
ikgm	東面
kpaa	星級
aaad	斷絕
mvjg	內需
ueih	全權
ezww	長褲 長廊
xjzt	眷顧
jnyk	規章
gkjk	壓軸
zdzk	瀰漫
yjwg	讀完
vail	迎來
xwxx	為善
veay	針織
utuu	學人
ugtt	師父
sugo	從頭 匌 䏩
laig	虛構
joky	遠景
zmhs	濃郁
ddul	刀劍
smyw	徵文
fyyh	擁護 探親訪友
opwt	呼應
yryj	訴諸
ypyd	遊記
boen	盡責
hysv	職銜
ezhd	騙取
otwc	史實
sxos	行蹤
nmrh	門戶
aixd	紅燈
adhs	絕世
rjjb	質地
isau	三線
zoao	沖繩
hgvr	帶入
tjef	傳票
dohu	彈藥
yabx	離隊
okjj	中轉 單幫
mvwq	內疚
bfoc	飛躍
xigc	差勁
hqqn	欺負
phyv	無言
okxv	戰火
wvas	它將
exfo	西歐
inya	相戀
yaih	棄權 蠻橫
yrnf	誘因
wtap	應收
jdjt	聲勢
wyfp	襯托
echu	毒藥
tuqj	偷運
amma	網羅
pmth	製備
uers	舉手
ygye	講評 蠻不講理
gbxj	不義
dagg	強硬
stpb	脫節
jkam	電網
cjlg	嬉戲
juwy	輪廓
vmcl	獨力
vhpo	獲知
cfvt	尖銳
ayrv	統稱
ibqq	極多
ausx	總行
jdhj	起著
noyt	過夜 圖說
pngr	簡歷
hsjc	警車 蕂
yuju	方塊
wvxw	它為
jbrj	地質
sesh	肝臟
vbym	爭端
zrew	派駐
qfjh	風趣
akrn	細看
xwhg	為難
zhuw	滿懷
vmtu	銅牌
mgin	還想
sarx	後心
fxqn	揹負
fhvd	措辭 㚏
wpug	複合
vcuu	獵人
vije	彩雲
gnup	惡性
vcef	鈔票
wewg	廟宇
uayx	樂譜
ibif	橄欖
vhut	錯覺
vbga	懇求
haqo	聯名
mgte	還債 還價
pvyt	先說
ropx	和氣
vqvp	飢餓
xejb	煙霧
zutz	激進
huzy	藥房 欺人之談
tdaj	假裝
ninm	閉門
xetz	精進
dafk	弘揚
kcaj	男裝
qjnj	軍團 䲅
phlv	無處
xeaj	精裝
yxla	謙虛
vdbj	辭書
fdno	大過
mvww	內褲 䍕
xuxi	冷凍
fxno	拼圖
scps	腦筋
nojt	過熱
jwjk	下場 專電 專場
fuyu	夾雜
econ	要員
bpan	群組 羣組
oknf	戰國 中國
fmlx	擇業
hkzn	莫測
jtvd	霍亂
mlvy	點鐘
jcio	車速
vqas	飲水 愛將
nqgm	當面
wlon	店員
pxue	氣憤
zpyg	海產
lawc	虛實
esas	靜態
mgpn	還算
lsdj	上屆
ugki	合夥
tjnt	傳閱
awho	綜觀
iqxt	麵粉 麪粉
asjk	水電
olha	足聯
amrt	納稅
ngwl	開店
ugrx	會心
sehg	腰帶
kzhg	遇難
eovr	駛入
utsj	學徒
tzqn	自負
ymve	市鎮
vqez	受騙
ugpj	師範
nffd	國大
yexw	評為 龍馬精神
rhdb	郵局
kkds	暢通
aavf	出錢 絲絲入扣
gmpb	兩節
yfrx	誠心
qjjj	運轉
yxgl	議政
pxic	氣功
aurt	繳稅
saaa	後繼
cxsg	小徑
fehj	技藝 打著
ywwg	註定
ezlj	長輩
fdwp	堅牢
jehk	墳墓
fvry	擬稿
yyrv	辯稱
fend	打鬥 搏鬥
fsmt	示眾
emvh	再獲
ubml	快點 白點
tjok	傳單
vrnd	入圍
cauw	始創
tnoe	個數
nfwy	恩寵
phgo	罐頭
jzkv	連日
pgye	短評 血壓計
yoxi	誤差
znzm	潤澤
sdkq	衛冕
eiuq	鬆懈
zozp	沖洗
cxwi	災害
cwau	嫁給
ysro	調和 龍舟
vmii	鋼材
thpo	佈告
gsyo	脣膏
bgad	隔絕
cojt	加熱 架勢
zvwj	淫褻
bjov	陸路
hsea	驚魂
svag	月經
yono	高過 就問
annj	組團
obqf	跟風
jgkj	古時
yctu	忘卻
egdx	頂層
bvzq	隱沒
mlad	點綴
nlhq	則其
gktx	厭倦
jtpm	熱血
yxyg	謎語
coyq	架設
okys	單調
nqih	掌權 當權
mhha	農莊
jrgb	暫不
fusk	捨得
enme	責罵
yolg	京劇
tbhe	侵華
ajkk	結晶
norh	過戶
ysyv	謠言 調諧
pxng	翻開
exjc	班車
larx	虛心
efvh	截獲
xyjt	熾熱
eedj	二屆
drrq	尾盤
hczn	勘測
ddcd	發怒
frvh	抓獲
jcdr	車尾
haqf	雄風 䫺
joym	遠端
utnq	學堂
fxnz	遼闊
pbyf	筆試
nopc	過敏
vuiv	鈴木
nols	圖上
pnye	簡評 算計
xvfo	北歐
phkd	無暇
wujo	窗臺
pwua	管樂
ytlv	說些
ihig	權柄
nmup	體恤
ngzm	光澤
xwyw	為文
ladx	虛弱
oawc	踏實
lgaa	獻出
fdtn	大個 㩌
iqgo	枕頭
gcyp	勁旅
ajfb	結成
yxrx	齊心 談心
rjxz	質料
cxun	小鳥
sajo	後臺
qfwh	風度
tvhe	傾聽
zwtz	演進
spim	衝刺
grag	歷經
qfzc	風扇 風沙
nmng	敞開
heyx	華商 黃帝
cgaz	彙編
ypgr	遊歷
zkyx	漫談
rvtp	稱作
txer	儀表
ikzy	東瀛
enja	直擊
ywkh	詫異
vmlv	獨處
pnbg	簡陋
yakh	變異 離異
yafq	變換
nmym	門市
rasy	透徹
wtvl	腐蝕
asuw	將領
aksm	細微
ibhg	極難 根莖
coge	加碼
iejx	柯達
xtde	首張
iwij	榕樹
achu	綠茶
rjfg	質感
kygo	由頭
wvte	底價
pxgk	氣壓
ftng	推開
zqhk	盜墓
auxy	綿羊
wtyf	應試
hono	右圖
bmmn	孟買
pbjw	筆下
aiic	練功
beyy	也該
hdha	友聯
kvil	日來
bfjf	飛越
xvvn	火鍋
jwyf	專誠
oohg	患難
njxq	睦鄰
wuno	寫過
wunm	竅門 窗體 䳸
efem	騎馬
ytbs	交際
ivnd	格鬥
pjxw	特為
huhh	茶葉
tdyt	假說
jqtv	軟化
rqno	盤問
heyr	聽話
gfcx	天災
syav	用紙
hsjt	散熱
dgjo	登臺
ajwc	結實 結案
nkby	賜予
nxsk	賺得
blaj	了結
bvte	降價
jxpu	報答
jkjl	趕赴
bjau	陣線 劃線
fecp	打響
httz	共進
hkrh	存戶
fdil	招來
entx	真偽
phnk	無間
tjzm	傳遍
zftj	潛伏
ismf	三峽
pmpj	制動
yejy	計較
pjyj	重讀
ngte	開價
bgng	隔開 預購
iuja	槍擊
ilzz	來之
fxhj	揹著
thbj	借書
wnyu	廠方 宜於
ajgg	狀元
uekk	舒暢
vhio	錯事
pnec	簡要
ptnd	氛圍
dgia	登機
iboo	極品
wnwi	禍害
kzml	早點
oqyc	別忘
wezk	宣洩
mhem	黑馬
iaya	機率
zjut	法學
hkaa	邁出
ytrt	交稅
iiha	村莊
wgbj	家書
fkxi	提煉
nlfd	貼切
wcjw	實惠
mvvn	內銷
asqj	水運 將軍
hetw	耳邊
pxvv	氣餒
habz	莊子
uayk	樂章
yevd	請辭
doqf	避風
pctk	每條
bjzy	書房
ygvn	產銷 高壓鍋
avwr	終究
hoxx	勸善
thyk	備課
oktw	單邊
ibgb	極不
nopf	過年
gbyg	不語
qljm	外賣
cpjt	劣勢
gkye	百計
bjmu	畫冊
uwhg	領帶
netz	闖進
akyt	細說
jxrt	報稅
phwn	無視
ibks	極易
icxx	功勞 紮營
fdna	把關
twsu	依從
advs	絕食
yyhs	該有
uars	樂手
jzce	連貫
yfhj	試著
lxpj	對等
ihjt	權勢 㰙
gqtu	矽谷
aigo	紅豆 牀頭
bjjb	陸地 陣地
uagf	樂天
anbx	組隊
nczv	懸浮
vokh	各異
tuln	卻步
ummu	島嶼
nfeo	國歌
jkaa	趕出
khqf	暴風
ubav	白紙
cpkj	省時 少時
yppw	託管
pjvd	動亂
vqhu	飲茶
ilhe	來華
uwys	烏龍
noyz	問這
znue	溫情
rvjh	稱霸
mlxs	點燃
gstp	憂傷
yaoq	離別
qfpj	風範
phyc	無望
ygys	語調
uajd	樂聲
glag	正經
kcpf	男籃
pxzr	氣派
juhj	趁著
ghjr	勵志
cotz	加進
dats	強身
yxco	詳加
jkfd	趕緊 電大
yuyg	論語
ijjw	樹下
ezos	長跑
sare	後盾
feqv	捕魚
jwpm	專制
ywdd	文選
yann	育嬰
zfvx	潛逃
miap	豐收
vaku	雞鴨
ymjk	譯者 市場
jwyk	下課
tivf	付錢
ilry	來稿
ezyx	長談
zesa	酒後
ebqo	馳名
iiik	槓桿
regk	積壓
aucg	總彙
mlaa	點出
mvok	內戰
cono	如圖
jcju	車輪
saby	後防
wbyj	朗讀 唐詩
pxcl	氣力
khps	畢生 異物
ibda	極強
aloe	綽號 絕對數
ycyo	謬誤
ttsb	雙腿
mgtw	岸邊 嵟
lajx	虛報
yryg	話語
hmjy	夢境
iamv	機內
dfdd	民選
wvdx	底層
ecnh	要聞
bjye	書評
sumt	從眾
xxhj	勞苦
iajc	機車
gokq	頭暈
lshk	上萬
igqj	工運
sxnh	行賄
cdpx	怒氣
zpgo	洗頭
zexj	酒類
hopo	勸告
berv	也稱
jdda	超強
xdvp	燈飾
yhxf	護送
gbzf	不滅 不淺
otlx	只對
tpgn	作惡
fvum	挑釁
hjml	基點
utfb	學成
fplx	鹽業
cxue	災情
wjys	突襲
vfqw	鍼灸
znzt	溫州
ytze	說清
smrt	徵稅
aikp	紅星
xsav	剪綵 剪紙
vrsa	飯後
rlyg	穢語
gkka	更顯
mxzt	罔顧
ecnr	毒販
azfb	編成
tzaz	自編
olnj	足見
royx	和談
wgyy	家訪
yadk	牽引
buxt	陰道
rrnh	所聞
jyuu	雨傘
hmhe	英華
pxzy	氣流
heok	華中 邯鄲
lxsp	對衝
yajw	變壞
rpag	必經
ghnm	形體
znwf	溫室
xjxu	燒燬
ymqo	譯名
yuxs	於前
puyt	答謝
fmpj	擺動
xvyd	背誦
rnjc	租車
nsyx	閒談 閒適
ydyj	誦讀
sctp	膠片
uenv	舉目
ulvr	歸入
lsas	上將
qoyu	免於
ngpj	開動
beye	也請
fdki	大夥
okum	中興
uomv	向內
oqlv	別處
zszd	洶湧 洶涌
fywt	接應
bvhx	隱蔽
esje	青雲
yeoe	計數
zkok	混戰
ngil	開來
ecxw	互為
mizh	豐滿
awau	纏綿
vgdd	印發
qojc	名車
baum	即興
zovg	沖印
veqf	狂風
fffj	挾持
nils	閉上
spdd	復發
ueht	與共
ytpr	說笑
wuwc	寫實
wtba	應承
hsvy	警鐘
mvxq	內資
rhpg	戶籍
otut	史學 嗅覺 遺傳學
nhdd	賄選
svjx	月報
fraa	折斷
ggda	頑強
xtry	導航
yijt	親熱
edbx	支隊
nght	開花
noqs	圖解
fdaw	緊縮
ytau	說給 放射線 交給 訩
vmef	獨裁
yads	變通
eztz	長進
yoja	敲擊
amml	網點
wbco	慶賀
tjut	儒學
oqem	別再
igno	構圖
rvue	稱譽
qxmi	鮮豔
ytay	交織
vswf	食療
fbzo	盛況
lgnv	劇目
ihan	模組 本草綱目
xeyd	憑證
wfil	寄來
decl	張力
eoug	喪命
yiha	新葯
gxgo	碰頭 磁頭
lxtx	對焦
yjyn	讀音
rhwe	戶主
btno	附圖
efrp	栽種
nqyq	常設
bjtq	畫像
yiho	新歡
notv	過低
grbu	歷險
rvjt	頹勢
vjpo	鑄造
euap	驗收
rmeh	毛髮
hdnt	取閱
yago	牽頭
smho	微觀
tdnx	頒贈
vujf	餘款
xspx	燃氣
ncbj	助陣
xphu	炸藥
uboh	慨嘆
nqai	當紅
kyjy	影壇
hwvm	鞍鋼
gnnq	亞當
oeyh	呵護
gime	辱罵
okte	單價
njfo	園區
scrz	腦科
jonv	遠眺
hsoj	驚嚇
tdai	分紅
gmug	兩會 䃬
bshj	陶藝
phlf	無非
lxrv	對稱
johs	遠期
vyjd	鐘聲
gddj	五屆
eaya	丟棄
avmj	紙巾
gnki	惡果
qeqv	鱷魚
qdzm	色澤
dpno	改過
jyjo	較遠
jmbl	賣了
ulxj	歸類
ajxt	繞道
rlyu	利於
vvva	金雞
jxtr	報仇
zfap	減收
rnbp	稍遜
zhtf	漢代
okzo	戰況
oggl	嚴正 㗏
kcuv	男兒
njyt	見效
esys	青龍
bfun	飛鳥 鴂
stjw	脫下 腳下
stwy	脫衣
xtil	道來
oewh	數度
hgxw	難為
gwyg	礦產
nghe	光華
psrp	物種
qsnm	解體
oksq	戰役
oobj	遺書
pnas	簡約
vdbz	辭退
utek	覺醒
pvia	先機
qqgo	多頭
tkwt	但應
dpdd	改選
pyie	重新整理
wins	空閒 䄤
girp	耕種
node	過那
tjvt	佳餚
qjaj	軍裝
xite	差價
wfdd	寄發
nysk	鬧得
utyo	學部
mvue	內情
ubeh	白髮
tzni	自閉
ydiw	記述
phxt	無益 悉聽尊便
jxll	達卡
ftvv	奪金
ytvv	交鋒
avym	終端
auau	綿綿 給以 總線
vmxq	獨資
ajno	繞過 繬
fufx	攪拌
mvbt	內附
fkye	提請
jkil	趕來
gohx	頭盔
ttau	雙線
eeau	二線 斑馬線
oqys	吹襲
zcdd	沙發
unxj	鳥類
evew	駱駝
yhuo	謹向
uzuy	追憶
daqf	強風
ngcx	賑災
rlzf	遞減
huwn	藥廠
iyjc	校車
wgpx	福氣 寒氣
nago	關頭
eexj	二類
vbgw	銀礦
clno	力圖
gmhk	兩萬 求同存異
spvv	衝鋒
njvv	贖金
rjen	斥責
jvau	老總
pcrh	每戶
wigo	空頭 床頭
phic	無功
jkig	電工
gbqj	厄運
bmgo	矛頭
nfcl	國力
ypgu	許願
jjfr	轉折
mvag	內經
aawn	出廠 紡織廠
eogn	可惡
nehj	盯著
defk	張揚
zqzf	深淺
inbo	想盡
jxyg	增產
wpaj	審結
yacx	變小 旀
aavy	出獄 出鏡
aarg	參拜 絲瓜
goeg	頭頂 頭球
hzvx	薄餅
xvas	北約
tgyd	例證
ilja	來去
hqgk	欺壓
ybso	詞句
uwas	領獎 怺
fyjc	撞車
pvyu	先於
fnai	捆綁
qshg	解難
vqpb	鉛筆
eyyq	敷設
whez	廳長
feaa	打斷
njsk	見得
enyt	直說
yekg	計量
yeiw	評述
ngjk	開場 光電 睶
ajef	裝載
azvr	編入
xtyv	導言
fyfy	拉攏 擁擠
tgwr	便祕
rqez	船長
jgub	輕快
jgwh	輕度
wufl	寫到
coed	駕馭
gfjy	天壇
jcnm	車門
trno	版圖
tkvd	修辭
jxwt	報應
heys	黃龍 耳聾
lkzf	膚淺
nyya	賠率
ygut	講學
wjyw	禱文
wcyx	安詳
emlq	馬虎
smqf	微風
ajft	裝扮
fpfh	撫摸
jdhg	聲帶
txhj	伴著
dbmv	局內
zeaf	清純
vqua	愛樂
zwai	演練
zmgl	濃烈
bvuw	隱含
kgka	凸顯
ssuw	胸懷
ngrj	骨質
vdhs	亂世 辭世
wkgo	裡頭 裏頭
jtuq	熱忱
saay	皺紋
ywhy	文職 話裡有話 話裏有話
wesc	主腦
ikmv	東山
jtre	堆積
okig	單項
ftnv	奪目
doee	彈琴
azym	編譯
mloe	點數
khjw	最壞
hhbz	葉子
boum	盡興
yuys	論調
wtdj	應屆
uyas	邀約 㥔
ogwi	嚴守
lsio	上樓
mvtn	內側
oqyt	別說
nmvn	門鎖
dhvn	展銷
vbxz	飼料
grtr	歷任
ywnm	文體
ksag	易經
dajk	強者
ngok	開戰
teih	債權
nohc	過甚
okvd	戰亂
aujf	繳款
cown	如廁
qjok	軍中
pxeg	氣球
ydqo	記名
tyyc	停辦
spzw	腹瀉 衝浪
jofi	臺式
njnh	見聞
feac	奇緣
xjja	拳擊
aalf	幾歲
pjfh	籌措
aiub	紅白
qfze	風潮
zeqf	清風
rvyk	稱謂
navq	關愛
kkxx	晶瑩
vxvp	猶疑
fyvh	搞錯
lelx	螞蟻
wtav	應允
nojj	迴轉
iluo	來向
bzaw	退縮
dduu	選人
mlxv	點火
ocph	躍升
rsjq	手軟
ayua	絃樂
hkhu	草藥
fonk	區間
asyk	獎章
fbbj	成書
vfbx	狹隘
hzrh	落戶
vbau	銀線
yaqd	變色
jwyq	下設
sdyc	包辦
yvyx	言談
tohw	保薦
pjgo	重頭
rxjt	乘勢
ygaa	產出
rhaz	郵編
xktg	糞便
rvpj	穩重
hout	歡悅
uvkj	兒時
htay	花紋
ecxj	要義
ngex	開班
jghd	輕取
ifij	櫃檯
clut	力學
votk	各條
jfaj	城牆
gibo	耗盡 䎤
vwez	館長
ulwt	歸宿
pjhu	失聰
vfjf	鉅款
uebx	全隊
sabz	後退
wure	容積
jbbj	教書
adfd	絕招
nqwg	當家
tuau	卻給
ikeu	查驗
oooe	遺蹟
jjcw	轉嫁
rhmv	戶內 九華山
xlzs	並肩
ajzh	裝潢 壯漢
dovh	屢獲
hjvg	蓋印 莎士比亞 靯
ewqj	駐軍
lxel	叢刊
hvwn	藐視
mvtw	山邊
qqez	冗長 多長
fdcp	巨響
pfyg	年產
vnja	狙擊
auup	線性 綜合性
zanf	治國
wels	補上
lxok	對戰 對唱
rvhy	稱職
fqaa	七級
jwip	專攻
sknm	得體
lvgv	處死
zfrr	潛艇
iaok	機中
ygxz	顏料 語料
nmdx	體弱
yphg	讚歎
jfwk	城裡 城裏
xpxu	炸燬
nghj	開著
zjfb	漸成
vpml	疑點
heil	聽來
tdag	佛經
fzjf	匯款
fuft	搶奪
lxmg	對岸
okki	戰果
hgjh	難堪
yals	戀上
xlyl	並立
wihg	空難
sihj	膝蓋
eywv	駭客
vamu	雞肉
jjxp	轟炸
week	主幹
tzsd	自衛
ytwk	夜裡 談何容易 夜裏
yobf	高飛
wupw	窗簾
weyk	補課
nhyb	聞訊
ylrv	站穩
ngas	開水 開獎
azfd	編撰
nmiv	體格
rsyg	手語
xlsx	並行
bjco	書架
fjvs	掛鉤
jkvr	煮飯
fdsh	腎臟
jorj	遠近
vmps	鋼筋 獨生
phhy	升職
fgje	威爾
hcwh	甚廣
ylbv	站務
pulx	答對
xtoq	道別
nono	過問
spyc	遙望
utez	學長
forq	操盤
vmok	獨唱
nmzn	體溫
iwzb	未決
vqbo	受盡
yqtg	設使
phkg	無題
senk	腰間
neok	賬單
ztez	州長
htai	花紅
qfpv	風箏
wups	寫生
afjc	纜車
lsfk	上揚
okie	中標
zinm	江門 扁桃體
zpzt	洗滌
iynm	校門
jqup	軟性
hswm	敬禮
uwqj	領軍
jjwy	幫襯 雫
yatx	變焦
lljc	卡車
mgan	同組
wuie	座標
exez	班長
pnil	簡樸 算來
rxtx	心儀
sdvn	包銷
echy	要職
whnk	席間
xqke	鄰里
vcpm	錄製
huyu	藥方
lsem	上馬
nbjq	貝殼
wgas	病態
ssnd	胸圍
yahj	牽著
htjl	舊址
hssd	警衛
cpaj	少壯
abut	幻覺
ezpz	長篇
wgye	家計
lxzt	對準
fqqn	擔負
hnht	蘭花
jwdd	下發
lsjk	上場
zbgl	決裂
rnjo	看臺 積體電路 䚀
rkpx	香氣
khym	異端
gfvw	殘留
aswn	水廠
bvxw	降為
jzgf	連天
rtrp	稅種
jdie	超標
wcnl	實則
ygyk	講課
bvoo	隱患
magl	羅列
feug	技師
tbtl	侵佔
sawu	後座 後窗 䏜
safl	後排
qjhs	軍警
gmac	面紗
ftuz	奪魁
ijhh	樹葉
svjo	月臺
tpyb	作詞
oqyw	別讓
ersm	表徵
xssd	前衛
keya	野蠻
adfe	絕技
pbpb	節節
nozr	過活
bskz	際遇
haqj	聯運 聯軍
smlv	懲處
yavd	紊亂
fyaj	接續
fzvr	匯入
xxdx	熒屏
aczz	綠洲
ysfd	調撥
hbtk	蕭條
lkaa	螺絲
tatq	俊傑
emjx	馬達
cyac	翠綠
jrtw	暫住
vfxm	錢幣
wthd	應取
uelz	舉止 佱
vpue	鍾情
wsaj	癥結
hqsy	蘇丹
apam	收納
gmaa	兩級
cadd	始發
whfx	席捲 康莊大道
jxfg	報捷
qgtx	鳳儀
clpx	力氣
nmph	尚無 㢢
xwhc	為甚
rapx	透氣 秀氣
